current_target_id,current_source_gene_symbol,source_internal_target_ids,source_uniprot_values,hgnc_match_type,hgnc_id,hgnc_approved_symbol,hgnc_status,matched_by,alias_or_previous_symbol,ncbi_gene_id,ncbi_official_symbol,uniprot_human_reviewed_accessions,uniprot_human_unreviewed_accessions,nonhuman_accessions_detected,obsolete_or_deleted_accessions,canonical_gene_identity_status,protein_product_mapping_status,sequence_feature_status,composite_status,proposed_canonical_target_id,proposed_operation,confidence,manual_approval_required,evidence_urls,authority_snapshot_hashes,notes,approved_final_operation,included_in_primary_graph,approval_reference
SCN5A,SCN5A,T77X36,Q14524,Approved symbol exact,HGNC:10593,SCN5A,Approved,HGNC approved symbol exact,,6331,SCN5A,Q14524,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,SCN5A,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:10593|https://www.ncbi.nlm.nih.gov/gene/6331|https://rest.uniprot.org/uniprotkb/Q14524.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
SCN7A,SCN7A,,Q01118,Approved symbol exact,HGNC:10594,SCN7A,Approved,HGNC approved symbol exact,,6332,SCN7A,Q01118,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,SCN7A,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:10594|https://www.ncbi.nlm.nih.gov/gene/6332|https://rest.uniprot.org/uniprotkb/Q01118.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
SCN8A,SCN8A,,Q9UQD0,Approved symbol exact,HGNC:10596,SCN8A,Approved,HGNC approved symbol exact,,6334,SCN8A,Q9UQD0,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,SCN8A,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:10596|https://www.ncbi.nlm.nih.gov/gene/6334|https://rest.uniprot.org/uniprotkb/Q9UQD0.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
SCN9A,SCN9A,,Q15858,Approved symbol exact,HGNC:10597,SCN9A,Approved,HGNC approved symbol exact,,6335,SCN9A,Q15858,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,SCN9A,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:10597|https://www.ncbi.nlm.nih.gov/gene/6335|https://rest.uniprot.org/uniprotkb/Q15858.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
SCNN1A,SCNN1A,T08Q1T,P37088,Approved symbol exact,HGNC:10599,SCNN1A,Approved,HGNC approved symbol exact,,6337,SCNN1A,P37088,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,SCNN1A,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:10599|https://www.ncbi.nlm.nih.gov/gene/6337|https://rest.uniprot.org/uniprotkb/P37088.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
SCNN1G,SCNN1G,T02YDU,P51170,Approved symbol exact,HGNC:10602,SCNN1G,Approved,HGNC approved symbol exact,,6340,SCNN1G,P51170,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,SCNN1G,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:10602|https://www.ncbi.nlm.nih.gov/gene/6340|https://rest.uniprot.org/uniprotkb/P51170.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
SCP2,SCP2,T91X8E,P22307,Approved symbol exact,HGNC:10606,SCP2,Approved,HGNC approved symbol exact,,6342,SCP2,P22307,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,SCP2,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:10606|https://www.ncbi.nlm.nih.gov/gene/6342|https://rest.uniprot.org/uniprotkb/P22307.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
SDC3,SDC3,T65UYH,O75056,Approved symbol exact,HGNC:10660,SDC3,Approved,HGNC approved symbol exact,,9672,SDC3,O75056,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,SDC3,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:10660|https://www.ncbi.nlm.nih.gov/gene/9672|https://rest.uniprot.org/uniprotkb/O75056.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
SDHB,SDHB,T85JAT,P21912,Approved symbol exact,HGNC:10681,SDHB,Approved,HGNC approved symbol exact,,6390,SDHB,P21912,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,SDHB,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:10681|https://www.ncbi.nlm.nih.gov/gene/6390|https://rest.uniprot.org/uniprotkb/P21912.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
SELE,SELE,T24U57,P16581,Approved symbol exact,HGNC:10718,SELE,Approved,HGNC approved symbol exact,,6401,SELE,P16581,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,SELE,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:10718|https://www.ncbi.nlm.nih.gov/gene/6401|https://rest.uniprot.org/uniprotkb/P16581.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
SELENOK,SELENOK,T73SWS,Q9Y6D0,Approved symbol exact,HGNC:30394,SELENOK,Approved,HGNC approved symbol exact,,58515,SELENOK,Q9Y6D0,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,SELENOK,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:30394|https://www.ncbi.nlm.nih.gov/gene/58515|https://rest.uniprot.org/uniprotkb/Q9Y6D0.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
SELENOS,SELENOS,T69NWB,Q9BQE4,Approved symbol exact,HGNC:30396,SELENOS,Approved,HGNC approved symbol exact,,55829,SELENOS,Q9BQE4,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,SELENOS,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:30396|https://www.ncbi.nlm.nih.gov/gene/55829|https://rest.uniprot.org/uniprotkb/Q9BQE4.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
SELENOW,SELENOW,T26S6R,P63302,Approved symbol exact,HGNC:10752,SELENOW,Approved,HGNC approved symbol exact,,6415,SELENOW,P63302,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,SELENOW,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:10752|https://www.ncbi.nlm.nih.gov/gene/6415|https://rest.uniprot.org/uniprotkb/P63302.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
SELL,SELL,T18WSE,P14151,Approved symbol exact,HGNC:10720,SELL,Approved,HGNC approved symbol exact,,6402,SELL,P14151,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,SELL,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:10720|https://www.ncbi.nlm.nih.gov/gene/6402|https://rest.uniprot.org/uniprotkb/P14151.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
SELP,SELP,T07NML,P16109,Approved symbol exact,HGNC:10721,SELP,Approved,HGNC approved symbol exact,,6403,SELP,P16109,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,SELP,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:10721|https://www.ncbi.nlm.nih.gov/gene/6403|https://rest.uniprot.org/uniprotkb/P16109.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
SEMA3A,SEMA3A,T00OVG,Q14563,Approved symbol exact,HGNC:10723,SEMA3A,Approved,HGNC approved symbol exact,,10371,SEMA3A,Q14563,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,SEMA3A,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:10723|https://www.ncbi.nlm.nih.gov/gene/10371|https://rest.uniprot.org/uniprotkb/Q14563.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
SENP1,SENP1,,Q9P0U3,Approved symbol exact,HGNC:17927,SENP1,Approved,HGNC approved symbol exact,,29843,SENP1,Q9P0U3,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,SENP1,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:17927|https://www.ncbi.nlm.nih.gov/gene/29843|https://rest.uniprot.org/uniprotkb/Q9P0U3.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
SERPINA1,SERPINA1,T91MLF,P01009,Approved symbol exact,HGNC:8941,SERPINA1,Approved,HGNC approved symbol exact,,5265,SERPINA1,P01009,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,SERPINA1,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:8941|https://www.ncbi.nlm.nih.gov/gene/5265|https://rest.uniprot.org/uniprotkb/P01009.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
SERPINA6,SERPINA6,T10OYK,P08185,Approved symbol exact,HGNC:1540,SERPINA6,Approved,HGNC approved symbol exact,,866,SERPINA6,P08185,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,SERPINA6,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:1540|https://www.ncbi.nlm.nih.gov/gene/866|https://rest.uniprot.org/uniprotkb/P08185.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
SERPINB3,SERPINB3,T77SWL,P29508,Approved symbol exact,HGNC:10569,SERPINB3,Approved,HGNC approved symbol exact,,6317,SERPINB3,P29508,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,SERPINB3,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:10569|https://www.ncbi.nlm.nih.gov/gene/6317|https://rest.uniprot.org/uniprotkb/P29508.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
SERPINC1,SERPINC1,T26SKO,P01008,Approved symbol exact,HGNC:775,SERPINC1,Approved,HGNC approved symbol exact,,462,SERPINC1,P01008,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,SERPINC1,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:775|https://www.ncbi.nlm.nih.gov/gene/462|https://rest.uniprot.org/uniprotkb/P01008.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
SERPINE1,SERPINE1,T36SOV,P05121,Approved symbol exact,HGNC:8583,SERPINE1,Approved,HGNC approved symbol exact,,5054,SERPINE1,P05121,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,SERPINE1,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:8583|https://www.ncbi.nlm.nih.gov/gene/5054|https://rest.uniprot.org/uniprotkb/P05121.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
SERPINF1,SERPINF1,T84CPO,P36955,Approved symbol exact,HGNC:8824,SERPINF1,Approved,HGNC approved symbol exact,,5176,SERPINF1,P36955,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,SERPINF1,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:8824|https://www.ncbi.nlm.nih.gov/gene/5176|https://rest.uniprot.org/uniprotkb/P36955.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
SERPINF2,SERPINF2,T51NKF,P08697,Approved symbol exact,HGNC:9075,SERPINF2,Approved,HGNC approved symbol exact,,5345,SERPINF2,P08697,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,SERPINF2,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:9075|https://www.ncbi.nlm.nih.gov/gene/5345|https://rest.uniprot.org/uniprotkb/P08697.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
SERPINH1,SERPINH1,T99XJ1,P50454,Approved symbol exact,HGNC:1546,SERPINH1,Approved,HGNC approved symbol exact,,871,SERPINH1,P50454,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,SERPINH1,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:1546|https://www.ncbi.nlm.nih.gov/gene/871|https://rest.uniprot.org/uniprotkb/P50454.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
